"season","first_name","last_name","position","origin","destination","transfer_date","rating","stars","eligibility"
2024,"Jevon","McIver Jr.","CB","Austin Peay","TCU",2023-12-31,0.84,3,"Immediate"
2024,"David","Spruiells","S","Northern Arizona","North Texas",2023-12-12,0.84,3,"Immediate"
2024,"Devin","Lafayette","S","Northern Illinois","Troy",2023-12-04,0.84,3,"Immediate"
2024,"Justin","Harris","CB","Cincinnati","Texas State",2023-12-06,0.84,3,"Immediate"
2024,"Keyshawn","Swanson","S","Troy","Western Kentucky",2024-03-21,0.84,3,"Immediate"
2024,"Corey","Thomas Jr.","LB","Akron","Virginia",2023-12-04,0.84,3,"Immediate"
2024,"Jaylen","Lewis","CB","Arkansas","Temple",2023-12-04,0.84,3,"Immediate"
2024,"Brendan","Jackson","LB","Gardner-Webb","Troy",2023-12-05,0.84,3,"Immediate"
2024,"Tyler","Gillison","EDGE","Cincinnati","Michigan State",2024-04-21,0.84,3,"Immediate"
2024,"Will","Larkins","IOL","Indiana","Georgia State",2024-04-19,0.84,3,"Immediate"
2024,"Evan","Morris","TE","Michigan State","UCF",2023-12-08,0.84,3,"Immediate"
2024,"Brice","Bass","EDGE","Gardner-Webb","Texas State",2023-11-29,0.84,3,"Immediate"
2024,"Prince","Boyd","DL","Purdue","Florida Atlantic",2023-11-27,0.84,3,"Immediate"
2024,"Gamarion","Carter","WR","Vanderbilt","Middle Tennessee",2023-12-04,0.84,3,"Immediate"
2024,"LeDarrius","Cox","DL","Indiana","UAB",2023-11-27,0.84,3,"Immediate"
2024,"Demarko","Williams","S","Ole Miss","Western Kentucky",2023-12-04,0.84,3,"Immediate"
2024,"Jaden","Williams","WR","Boston College","Texas State",2023-12-04,0.84,3,"Immediate"
2024,"Elijah","Metcalf","WR","Middle Tennessee","Marshall",2023-11-28,0.84,3,"Immediate"
2024,"Blake","Bustard","OT","Wayne State","Eastern Michigan",2023-12-04,0.84,3,"Immediate"
2024,"Patrick","Smith-Young","S","North Texas","Old Dominion",2023-12-07,0.84,3,"Immediate"
2024,"Blake","Burris","DL","Texas Tech","SMU",2024-01-10,0.84,3,"Immediate"
2024,"Jesse","Ramil","OT","Saint Francis (PA)","James Madison",2023-11-29,0.83,3,"Immediate"
2024,"Reggie","Akles","CB","New Mexico State","UConn",2023-12-07,0.83,3,"Immediate"
2024,"Tano","Letuli","LB","Army","San Diego State",2023-12-14,0.83,3,"Immediate"
2024,"Kaden","Stanton","OT","New Mexico State","Tulsa",2024-01-09,0.83,3,"Immediate"
2024,"Michael","Daley","EDGE","BYU","Rice",2023-12-04,0.83,3,"Immediate"
2024,"Christian","Washington","RB","New Mexico","Coastal Carolina",2023-11-27,0.83,3,"Immediate"
2024,"Michael","Allen","RB","NC State","UNLV",2023-12-04,0.83,3,"Immediate"
2024,"Sam","Secrest","IOL","Louisville","Houston",2024-04-22,0.83,3,"Immediate"
2024,"Ethan","Hubbard","OT","Duke","South Alabama",2024-04-24,0.83,3,"Immediate"
2024,"Myles","Norwood","CB","New Mexico State","Ball State",2024-04-30,0.83,3,"Immediate"
2024,"Jyaire","Shorter","WR","Auburn","Memphis",2023-12-04,0.83,3,"Immediate"
2024,"Hunter","Summers","WR","Tulane","Arkansas State",2024-04-22,0.83,3,"Immediate"
2024,"Ezekiel","Larry","EDGE","Yale","San Diego State",2024-04-12,0.86,3,"Immediate"
2024,"Devonte'","Mathews","CB","Nicholls","Western Kentucky",2023-12-07,0.86,3,"Immediate"
2024,"Darius","McClendon","S","Florida Atlantic","Bowling Green",2024-04-22,0.86,3,"Immediate"
2024,"Dalesean","Staley","S","Northern Iowa","San Diego State",2023-12-07,0.85,3,"Immediate"
2024,"Dylan","Morris","QB","Washington","James Madison",2023-12-12,0.85,3,"Immediate"
2024,"Kenyatta","Watson II","CB","Georgia Tech","Georgia State",2023-12-24,0.85,3,"Immediate"
2024,"CJ","Nelson","WR","Houston","Eastern Illinois",2024-04-17,0.85,3,"Immediate"
2024,"Jevon","Banks","DL","Kansas State","UConn",2024-04-19,0.85,3,"Immediate"
2024,"Louis","Brown IV","WR","Colorado State","San Diego State",2023-12-14,0.85,3,"Immediate"
2024,"Daymon","David","S","Oregon","Akron",2023-12-12,0.85,3,"Immediate"
2024,"Jalil","Rivera-Harvey","DL","Marshall","Western Kentucky",2023-12-26,0.85,3,"Immediate"
2024,"Eric","Schon","IOL","Holy Cross","Duke",2023-11-20,0.85,3,"Immediate"
2024,"X'Avion","Brice","CB","Texas","North Texas",2023-12-05,0.85,3,"Immediate"
2024,"Anthony","Miller Jr.","TE","Indiana","Tulane",2024-04-18,0.85,3,"Immediate"
2024,"Mikail","Kamara","DL","James Madison","Indiana",2023-12-05,0.85,3,"Immediate"
2024,"Davon","Banks","CB","Washington","Boise State",2024-04-22,0.85,3,"Immediate"
2024,"Leonard","St. Gourdin","CB","Dartmouth","Massachusetts",2023-11-21,0.85,3,"Immediate"
2024,"Jordan","Spasojevic-Moko","IOL","Texas A&M","Charlotte",2023-11-30,0.85,3,"Immediate"
2024,"Chantz","Williams","EDGE","Miami","Charlotte",2023-11-30,0.85,3,"Immediate"
2024,"Devin","Brandt","DL","Old Dominion","New Mexico",2023-12-04,0.85,3,"Immediate"
2024,"Drew","Pyne","QB","Arizona State","Missouri",2023-12-04,0.85,3,"Immediate"
2024,"Sy'veon","Wilkerson","RB","Colorado","Georgia State",2024-04-23,0.85,3,"Immediate"
2024,"Armoni","Goodwin","RB","LSU","UAB",2023-12-04,0.85,3,"Immediate"
2024,"Cooper","Legas","QB","Utah State","Tulsa",2024-04-17,0.85,3,"Immediate"
2024,"Chase","Harrison","QB","Marshall","Ball State",2023-12-11,0.84,3,"Immediate"
2024,"Macklin","Ayers","LB","Dartmouth","Massachusetts",2023-11-21,0.84,3,"Immediate"
2024,"Jacorey","Benjamin","CB","Texas Southern","Bowling Green",2023-12-05,0.84,3,"Immediate"
2024,"Patrick","Lucas Jr.","DL","Indiana","Memphis",2023-11-27,0.84,3,"Immediate"
2024,"Deago","Benson","RB","Vanderbilt","Stephen F. Austin",2024-04-26,0.84,3,"Immediate"
2024,"Donovan","Westmoreland","EDGE","South Carolina","Kennesaw State",2023-12-04,0.84,3,"Immediate"
2024,"Solomon","Davis","WR","Valparaiso","Central Michigan",2023-11-28,0.84,3,"Immediate"
2024,"Jacob","Conover","QB","Arizona State","Utah State",2024-01-09,0.84,3,"Immediate"
2024,"Chazz","Wallace","DL","Colorado","NC State",2024-04-15,0.84,3,"Immediate"
2024,"DJ","Riles","QB","Middle Tennessee","Georgia State",2024-04-16,0.84,3,"Immediate"
2024,"Tyler","Griffin","WR","UCF","UL Monroe",2023-12-04,0.84,3,"Immediate"
2024,"Dylan","Downing","RB","Purdue","Miami (OH)",2023-12-04,0.84,3,"Immediate"
2024,"DT","Sheffield","WR","Washington State","North Texas",2023-12-04,0.84,3,"Immediate"
2024,"Paul","Lewis III","CB","Cornell","Akron",2023-10-16,0.84,3,"Immediate"
2024,"Cam","Barfield","RB","Boston College","Hawai'i",2023-12-04,0.84,3,"Immediate"
2024,"Owen","Chambliss","LB","Utah","San Diego State",2023-12-04,0.84,3,"Immediate"
2024,"Xamarion","Gordon","S","USC","Coastal Carolina",2023-12-01,0.84,3,"Immediate"
2024,"Gentle","Hunt","DL","Florida A&M","Illinois",2023-12-28,0.84,3,"Immediate"
2024,"Jaylen","Jenkins","RB","Washington State","Texas State",2023-12-04,0.84,3,"Immediate"
2024,"Donovan","Stephens","LB","Oklahoma State","Bowling Green",2024-04-29,0.84,3,"Immediate"
2024,"Bryce","Cohoon","WR","Syracuse","Kansas",2024-04-23,0.84,3,"Immediate"
2024,"Jairus","Satele","DL","San José State","Fresno State",2023-12-31,0.83,3,"Immediate"
2024,"Miguel","Jackson","DL","Charlotte","Utah State",2023-12-04,0.83,3,"Immediate"
2024,"Evan","Simon","QB","Rutgers","Temple",2023-12-04,0.83,3,"Immediate"
2024,"Jack","Hollifield","IOL","Virginia Tech","App State",2023-12-28,0.83,3,"Immediate"
2024,"Elijah","Mc-Cantos","CB","Illinois","App State",2024-04-23,0.83,3,"Immediate"
2024,"Aidan","Keanaaina","DL","Notre Dame","California",2023-11-28,0.83,3,"Immediate"
2024,"Justin","Eklund","LB","San José State","Bowling Green",2024-01-17,0.83,3,"Immediate"
2024,"Juju","Lewis","WR","Georgia Tech","Florida International",2023-12-05,0.83,3,"Immediate"
2024,"Zach","Edwards","DL","Troy","Western Kentucky",2024-04-05,0.83,3,"Immediate"
2024,"Ryheem","Craig","EDGE","Louisville","East Carolina",2023-12-05,0.83,3,"Immediate"
2024,"Dorian","Hopkins","LB","Tulsa","UTEP",2023-12-01,0.83,3,"Immediate"
2024,"Jaelyn","Lay","TE","Alabama State","Massachusetts",2023-11-23,0.83,3,"Immediate"
2024,"Zach","Marcheselli","LB","TCU","Tulsa",2023-12-18,0.83,3,"Immediate"
2024,"Alex","Foster","OT","Utah Tech","Colorado State",2023-12-01,0.83,3,"Immediate"
2024,"Andrew","Savaiinaea","TE","Florida","Nevada",2023-12-05,0.86,3,"Immediate"
2024,"Destin","Wade","QB","Kentucky","Colorado",2023-12-04,0.86,3,"Immediate"
2024,"Sai","Vadrawale III","CB","California","Oregon State",2024-01-03,0.86,3,"Immediate"
2024,"Kyle","Maxwell","WR","Louisiana Tech","Washington State",2023-12-12,0.85,3,"Immediate"
2024,"Gabe","Fortson","IOL","Georgia Tech","Tulane",2024-04-18,0.85,3,"Immediate"
2024,"Nick","James","DL","Indiana","Pittsburgh",2023-11-27,0.85,3,"Immediate"
2024,"Lloyd","Summerall","EDGE","South Florida","James Madison",2023-12-06,0.85,3,"Immediate"
2024,"Chris","Adams","OT","Old Dominion","Memphis",2024-04-19,0.85,3,"Immediate"
2024,"Andreas","Keaton","S","Western Carolina","Temple",2023-12-08,0.85,3,"Immediate"
2024,"Jordan","Mahoney","CB","Massachusetts","Arkansas State",2023-12-01,0.85,3,"Immediate"
2024,"Will","Jones II","S","South Florida","Old Dominion",2023-11-29,0.85,3,"Immediate"
2024,"Mo","Clipper Jr.","IOL","Tennessee","Charlotte",2023-12-04,0.85,3,"Immediate"
2024,"Michael","Patterson","CB","Houston","Stephen F. Austin",2024-04-18,0.85,3,"Immediate"
2024,"Raymond","Scott","LB","Fresno State","James Madison",2023-12-06,0.85,3,"Immediate"
2024,"LV","Bunkley-Shelton","WR","Oklahoma","Georgia Southern",2023-12-26,0.85,3,"Immediate"
2024,"Jerrae","Williams","CB","UNLV","Washington State",2024-04-01,0.85,3,"Immediate"
2024,"Anthony","Smith","WR","NC State","East Carolina",2023-12-04,0.85,3,"Immediate"
2024,"Keith","Brown","LB","Louisville","Washington State",2023-12-29,0.85,3,"Immediate"
2024,"Jordyn","Morgan","S","UNLV","Louisiana Tech",2023-12-05,0.85,3,"Immediate"
2024,"Javon","Denis","DL","Georgia State","Memphis",2024-04-16,0.85,3,"Immediate"
2024,"Christian","Veilleux","QB","Pittsburgh","Georgia State",2024-04-16,0.85,3,"Immediate"
2024,"Joseph","Vaughn","LB","Yale","UCLA",2023-11-23,0.85,3,"Immediate"
2024,"Roman","Pitre","EDGE","Purdue","Arizona State",2023-12-19,0.85,3,"Immediate"
2024,"Elinus","Noel III","DL","Texas Southern","Baylor",2024-04-15,0.85,3,"Immediate"
2024,"Choe","Bryant-Strother","EDGE","UCLA","BYU",2024-04-08,0.85,3,"Immediate"
2024,"Angelo","Rankin Jr.","CB","Richmond","Old Dominion",2023-11-20,0.84,3,"Immediate"
2024,"Christian","Fuhrman","LB","Southeast Missouri State","Northern Illinois",2023-12-04,0.84,3,"Immediate"
2024,"Antoineo","Harris Jr.","EDGE","Indiana State","New Mexico",2023-12-04,0.84,3,"Immediate"
2024,"Keegan","Smith","IOL","Central Michigan","UCF",2024-01-22,0.84,3,"Immediate"
2024,"Tramel","Logan","EDGE","South Florida","Louisville",2024-04-26,0.84,3,"Immediate"
2024,"Cedrick","Nicely","OT","Ole Miss","Marshall",2023-12-20,0.84,3,"Immediate"
2024,"Cedric","Melton","OT","Ole Miss","Houston",2023-12-09,0.84,3,"Immediate"
2024,"Geno","VanDeMark","IOL","Michigan State","Alabama",2024-04-30,0.84,3,"TBD"
2024,"Max","Harris","LB","UL Monroe","Texas State",2023-12-04,0.84,3,"Immediate"
2024,"Brennen","Bailey","CB","West Liberty","Massachusetts",2023-12-06,0.84,3,"Immediate"
2024,"Harris","Adams","DL","Southeast Missouri State","Cincinnati",2024-04-16,0.84,3,"Immediate"
2024,"Anterio","Thompson","DL","Iowa","Western Michigan",2023-12-04,0.84,3,"Immediate"
2024,"Jordan","Vincent","S","New Mexico State","Utah State",2024-01-15,0.84,3,"Immediate"
2024,"Justin","Holmes","TE","Kent State","Marshall",2023-12-04,0.84,3,"Immediate"
2024,"De'jon","Benton","DL","USC","New Mexico",2023-12-05,0.84,3,"Immediate"
2024,"DJ","Jones","RB","North Carolina","Wyoming",2023-12-11,0.84,3,"Immediate"
2024,"Andre","Jones","WR","Eastern New Mexico","Coastal Carolina",2023-12-20,0.84,3,"Immediate"
2024,"Mekhi","Mason","LB","Syracuse","Louisiana Tech",2023-12-15,0.84,3,"Immediate"
2024,"Noah","Taylor","LB","Cornell","Northwestern",2023-10-23,0.84,3,"Immediate"
2024,"Michael","Marotta","IOL","Valdosta State","App State",2023-12-04,0.84,3,"Immediate"
2024,"Sawyer","Goram-Welch","IOL","Texas","Coastal Carolina",2023-12-06,0.83,3,"Immediate"
2024,"Jack","Tchienchou","S","Troy","Tulane",2023-12-28,0.83,3,"Immediate"
2024,"Hans","Lillis","TE","Boston College","Eastern Michigan",2024-02-07,0.83,3,"Immediate"
2024,"Carl","Fauntroy","S","UAB","UL Monroe",2023-12-05,0.83,3,"Immediate"
2024,"Keyshawn","Cobb","S","West Virginia","Nevada",2023-12-29,0.83,3,"Immediate"
2024,"Javen","Jacobs","RB","Arizona State","New Mexico",2023-12-04,0.83,3,"Immediate"
2024,"Davon","Hicks","LB","Washington State","Georgia Southern",2023-12-28,0.83,3,"Immediate"
2024,"Xavier","Williams","QB","UCF","Middle Tennessee",2024-04-24,0.83,3,"Immediate"
2024,"Clifton","McDowell","QB","Temple","McNeese",2024-03-25,0.83,3,"Immediate"
2024,"Snoop","Leota-Amaama","OT","Virginia","Nevada",2023-12-15,0.83,3,"Immediate"
2024,"Brandon","Turnage","CB","Tennessee","Ole Miss",2023-12-04,0.86,3,"Immediate"
2024,"Adam","Hopkins","CB","Colorado","Charlotte",2024-04-22,0.86,3,"Immediate"
2024,"EJ","Smith","RB","Stanford","Texas A&M",2023-11-29,0.86,3,"Immediate"
2024,"Ronan","Chambers","OT","Akron","Auburn",2024-01-16,0.85,3,"Immediate"
2024,"Reggie","Grimes II","EDGE","Oklahoma","Memphis",2023-12-04,0.85,3,"Immediate"
2024,"Ja'Koby","Banks","WR","Houston","Memphis",2023-12-22,0.85,3,"Immediate"
2024,"Jack","Bailey","IOL","Colorado","Northwestern",2024-03-06,0.85,3,"Immediate"
2024,"Malik","Hornsby","WR","Texas State","Arkansas State",2024-01-02,0.85,3,"Immediate"
2024,"DJ","Allen","WR","TCU","UTSA",2023-12-11,0.85,3,"Immediate"
2024,"Dorian","Jones","LB","Cincinnati","Virginia",2024-04-18,0.85,3,"Immediate"
2024,"Chase","Kennedy","EDGE","Utah","Arizona",2024-04-18,0.85,3,"Immediate"
2024,"Noah","Kim","QB","Michigan State","Coastal Carolina",2023-11-28,0.85,3,"Immediate"
2024,"CJ","James","IOL","New Mexico","UTSA",2023-11-28,0.85,3,"Immediate"
2024,"Will","McDonald","IOL","Coastal Carolina","California",2024-01-17,0.85,3,"Immediate"
2024,"Mason","White","CB","TCU","Oregon State",2023-12-04,0.85,3,"Immediate"
2024,"Collin","Gill","CB","Oregon","Georgia",2024-05-01,0.85,3,"Immediate"
2024,"Dante","Kelly","LB","Vanderbilt","Southern Miss",2024-04-16,0.85,3,"Immediate"
2024,"William","Nimmo Jr.","S","UCLA","San Diego State",2023-12-04,0.85,3,"Immediate"
2024,"Justin","Wodtly","EDGE","Cincinnati","Arizona State",2023-12-04,0.85,3,"Immediate"
2024,"Jason","Chambers","CB","North Carolina Central","App State",2023-12-06,0.85,3,"Immediate"
2024,"Bennett","Walker","CB","Eastern Michigan","San Diego State",2023-12-28,0.85,3,"Immediate"
2024,"Athan","Kaliakmanis","QB","Minnesota","Rutgers",2023-12-04,0.85,3,"Immediate"
2024,"Victor","Stoffel","OT","Temple","California",2023-12-31,0.85,3,"Immediate"
2024,"Maurice","Hampton","S","Memphis","Vanderbilt",2024-04-16,0.85,3,"Immediate"
2024,"Dematrius","Davis","QB","Alabama State","UTSA",2024-04-08,0.85,3,"Immediate"
2024,"Beau","Allen","QB","Georgia Southern","Kentucky",2023-12-05,0.84,3,"Immediate"
2024,"Treyveon","McGee","S","Iowa State","Charlotte",2023-12-04,0.84,3,"Immediate"
2024,"Kent","Robinson","CB","Texas A&M","Western Kentucky",2023-12-12,0.84,3,"Immediate"
2024,"Stanley","Ta'ufo'ou","DL","USC","Arizona",2024-04-16,0.84,3,"Immediate"
2024,"Jacob","Waller","OT","SMU","Tulsa",2023-12-05,0.84,3,"Immediate"
2024,"Codie","Hornsby","IOL","Grambling","Syracuse",2024-02-27,0.84,3,"Immediate"
2024,"Blake","Thompson","S","Iowa State","Louisiana Tech",2024-01-02,0.84,3,"Immediate"
2024,"Matt","Hudson","LB","Harvard","Memphis",2023-11-22,0.84,3,"Immediate"
2024,"Eli","Sanders","RB","Iowa State","New Mexico",2023-12-04,0.84,3,"Immediate"
2024,"Sam","Hart","TE","Ohio State","Colorado",2024-01-16,0.84,3,"Immediate"
2024,"D'Marco","Augustin","S","Youngstown State","South Florida",2023-12-04,0.84,3,"Immediate"
2024,"Cheikhsaliou","Fall","EDGE","Eastern Kentucky","California",2024-04-23,0.84,3,"Immediate"
2024,"Felix","Hixon","DL","South Carolina","Middle Tennessee",2023-12-04,0.84,3,"Immediate"
2024,"Demarcus","Lacey","WR","North Alabama","Jacksonville State",2023-12-04,0.84,3,"Immediate"
2024,"Stevie","Rocker Jr.","RB","Arizona","Montana",2023-12-04,0.84,3,"Immediate"
2024,"Grayson","James","QB","Florida International","Boston College",2023-12-04,0.84,3,"Immediate"
2024,"Blaine","Green","WR","Oklahoma State","Stephen F. Austin",2023-12-08,0.84,3,"Immediate"
2024,"Mani","Powell","LB","Arkansas","UNLV",2023-12-04,0.84,3,"Immediate"
2024,"Giovanni","Davis","EDGE","UT Martin","Florida International",2023-12-04,0.84,3,"Immediate"
2024,"Ja'Khi","Green","IOL","Charlotte","UConn",2024-04-22,0.84,3,"Immediate"
2024,"Bruno","Fina","OT","UCLA","Duke",2024-04-30,0.84,3,"Immediate"
2024,"Aidan","Vaughan","LB","Wisconsin","Liberty",2024-01-06,0.83,3,"Immediate"
2024,"Jake","Shipley","EDGE","Oregon","North Texas",2024-01-01,0.83,3,"Immediate"
2024,"Dillion","Williams","S","North Texas","UTEP",2023-12-07,0.83,3,"Immediate"
2024,"Preston","Daniel","TE","Florida State","Miami (OH)",2023-12-04,0.83,3,"Immediate"
2024,"Kedrick","Bingley-Jones","DL","North Carolina","Mississippi State",2023-11-27,0.83,3,"Immediate"
2024,"Jordan","Perry","LB","Kansas State","Troy",2023-12-04,0.83,3,"Immediate"
2024,"Cecil","Powell","S","NC State","Troy",2023-12-07,0.83,3,"Immediate"
2024,"Reece","Adkins","TE","Eastern Kentucky","UCF",2023-11-20,0.83,3,"Immediate"
2024,"Jeremy","Jones","IOL","Tulsa","Marshall",2023-12-04,0.83,3,"Immediate"
2024,"Taji","Johnson","WR","Boston College","Buffalo",2023-12-11,0.83,3,"Immediate"
2024,"Malik","Chavis","S","Arkansas","UNLV",2023-12-06,0.83,3,"Immediate"
2024,"Larry","Simmons","WR","Ole Miss","Southern Miss",2023-12-18,0.83,3,"Immediate"
2024,"TJ","Sheffield","WR","Purdue","UConn",2023-11-22,0.86,3,"Immediate"
2024,"Devin","Baldwin","DL","Jacksonville State","Memphis",2024-01-08,0.86,3,"Immediate"
2024,"Gerald","Green","RB","East Carolina","Troy",2024-01-03,0.86,3,"Immediate"
2024,"Lu","Tillery","CB","UL Monroe","Tulane",2023-12-02,0.85,3,"Immediate"
2024,"Chief","Borders","EDGE","Nebraska","Pittsburgh",2024-04-29,0.85,3,"Immediate"
2024,"Nikhil","Webb Walker","EDGE","New Mexico State","Colorado",2023-12-27,0.85,3,"Immediate"
2024,"Zarian","McGill","IOL","UL Monroe","Louisiana Tech",2023-11-30,0.85,3,"Immediate"
2024,"Anthony","Tyus III","RB","Northwestern","Ohio",2023-12-30,0.85,3,"Immediate"
2024,"Pat","Conroy","TE","Merrimack","Old Dominion",2023-12-15,0.85,3,"Immediate"
2024,"Alexander","Doost","IOL","Northwestern","Arizona",2023-12-27,0.85,3,"Immediate"
2024,"Justin","Medlock","LB","Utah","SMU",2023-12-04,0.85,3,"Immediate"
2024,"Sage","Ennis","TE","Clemson","Virginia",2023-11-30,0.85,3,"Immediate"
2024,"Jakiah","Leftwich","OT","Georgia Tech","North Carolina",2024-01-09,0.85,3,"Immediate"
2024,"Lejond","Cavazos","CB","North Carolina","Michigan State",2024-04-15,0.85,3,"Immediate"
2024,"Bryce","Pierre","TE","Arizona State","UCLA",2024-04-22,0.85,3,"Immediate"
2024,"Chase","Mitchell","OT","Liberty","Vanderbilt",2024-04-29,0.85,3,"Immediate"
2024,"Dannis","Jackson","WR","Missouri","Southern Miss",2024-04-17,0.85,3,"Immediate"
2024,"Herman","Smith","S","Idaho State","Colorado",2024-01-18,0.85,3,"Immediate"
2024,"Frank","Ladson Jr.","WR","Miami","Massachusetts",2023-11-29,0.85,3,"Immediate"
2024,"Donovan","Spellman","EDGE","App State","Charlotte",2023-12-04,0.85,3,"Immediate"
2024,"Trey","Goodman","WR","Austin Peay","UTEP",2023-12-08,0.85,3,"Immediate"
2024,"Jackson","Hamilton","LB","Louisville","Georgia Tech",2023-12-04,0.85,3,"Immediate"
2024,"Darius","Bell","OT","Maine","East Carolina",2023-12-07,0.85,3,"Immediate"
2024,"Shamar","Porter","WR","Kentucky","UConn",2024-04-22,0.85,3,"TBD"
2024,"DJ","Warnell Jr.","S","Arizona","Indiana",2024-04-16,0.85,3,"Immediate"
2024,"Gabriel","Iniguez Jr.","DL","New Mexico State","Utah State",2023-12-26,0.84,3,"Immediate"
2024,"D.J.","Geth","OT","North Carolina","Liberty",2024-03-18,0.84,3,"Immediate"
2024,"Isaia","Glass","OT","Arizona State","Oklahoma State",2023-12-04,0.84,3,"Immediate"
2024,"Joshua","Harris","DL","Ole Miss","North Carolina",2024-04-16,0.84,3,"Immediate"
2024,"Cam","Ross","WR","UConn","James Madison",2024-01-10,0.84,3,"Immediate"
2024,"Terreance","Ellis","LB","Alcorn State","Western Kentucky",2023-12-05,0.84,3,"Immediate"
2024,"Michael","Batton","LB","UL Monroe","Houston",2023-12-10,0.84,3,"Immediate"
2024,"Cameron","Harpole","TE","San Diego State","Arizona State",2023-11-28,0.84,3,"Immediate"
2024,"Amipeleasi","Langi","DL","Houston","Texas State",2023-12-05,0.84,3,"Immediate"
2024,"Jacob","Gill","WR","Northwestern","Iowa",2024-04-19,0.84,3,"Immediate"
2024,"Serigne","Tounkara","EDGE","Missouri","California",2024-04-17,0.84,3,"Immediate"
2024,"KD","McDaniel","EDGE","UCF","Georgia State",2023-12-18,0.84,3,"Immediate"
2024,"Tavion","Woodard","EDGE","Ball State","Boise State",2023-12-19,0.84,3,"Immediate"
2024,"Sulaiman","Kpaka","DL","Purdue","Mississippi State",2023-11-27,0.84,3,"Immediate"
2024,"Chris","Toudle","TE","NC State","Western Michigan",2023-11-27,0.84,3,"Immediate"
2024,"Jamel","Johnson","CB","Charleston Southern","Temple",2023-12-04,0.84,3,"Immediate"
2024,"JT","Killen","LB","Coastal Carolina","Eastern Michigan",2023-11-28,0.84,3,"Immediate"
2024,"Donovan","Ollie","WR","Cincinnati","Colorado State",2023-11-28,0.84,3,"Immediate"
2024,"Jordon","Simmons","RB","Michigan State","Akron",2023-10-10,0.84,3,"Immediate"
2024,"Fernando","Garza III","TE","Texas A&M","Sam Houston",2023-12-13,0.84,3,"Immediate"
2024,"Jermarius","Lewis","S","New Mexico","UTSA",2023-11-25,0.84,3,"Immediate"
2024,"Grayson","Mains","OT","South Carolina","Temple",2023-12-06,0.84,3,"Immediate"
2024,"Jonny","Hassard","OT","Massachusetts","Charlotte",2023-11-29,0.83,3,"Immediate"
2024,"J.J.","Dervil","S","New Mexico State","Northern Iowa",2023-12-27,0.83,3,"Immediate"
2024,"Bryce","Cage","EDGE","Utah State","Grambling",2024-04-22,0.83,3,"Immediate"
2024,"Justin","Olson","WR","Middle Tennessee","Charlotte",2023-11-28,0.83,3,"Immediate"
2024,"Andrew","Wilson-Lamp","CB","West Virginia","East Carolina",2023-12-07,0.83,3,"Immediate"
2024,"Malcolm","Folk","S","Syracuse","Kent State",2023-11-27,0.83,3,"Immediate"
2024,"Antonio","Jones","WR","Grambling","Temple",2024-01-02,0.83,3,"Immediate"
2024,"Jayven","Hall","LB","Marshall","Georgia State",2023-12-06,0.83,3,"Immediate"
2024,"Clay","Millen","QB","Colorado State","Florida",2023-12-27,0.83,3,"Immediate"
2024,"Sam","Benjamin","DL","Arizona State","San Diego State",2024-04-29,0.83,3,"Immediate"
2024,"Sir","Mells","DL","Utah State","Georgia State",2024-04-16,0.83,3,"Immediate"
2024,"Daniel","Keys","OT","Stephen F. Austin","Louisiana Tech",2023-12-04,0.83,3,"Immediate"
2024,"Kenji","Lewis","WR","Arkansas-Pine Bluff","Northern Illinois",2023-12-04,0.83,3,"Immediate"
2024,"Jakob","James","OT","Ohio State","Toledo",2023-12-04,0.83,3,"Immediate"
2024,"Ky","Montgomery","DL","Missouri","Ball State",2024-04-16,0.83,3,"Immediate"
2024,"Tray","Dunson","LB","Gardner-Webb","UTEP",2023-12-20,0.83,3,"Immediate"
2024,"Colin","Henrich","IOL","Georgia State","Old Dominion",2024-04-19,0.83,3,"Immediate"
2024,"Noah","Collins","EDGE","Georgia Tech","Arkansas State",2023-12-26,0.83,3,"Immediate"
2024,"Jeremiah","Aaron","WR","West Virginia","North Texas",2023-12-04,0.83,3,"Immediate"
2024,"Jaylon","Shelton","CB","Texas State","UTEP",2023-12-31,0.83,3,"Immediate"
2024,"Tony","Georges","IOL","Akron","Kent State",2024-01-23,0.82,3,"Immediate"
2024,"CJ","Tiller","QB","Boise State","Utah State",2024-04-26,0.82,3,"Immediate"
2024,"Joshua","Black","IOL","Louisville","Georgia State",2024-01-06,0.82,3,"Immediate"
2024,"Dylan","Shelton","DL","Indianapolis","Eastern Michigan",2023-12-18,0.82,3,"Immediate"
2024,"Christian","Moore","TE","Kansas State","UNLV",2023-11-30,0.82,3,"Immediate"
2024,"Domonique","Thomas","RB","Georgia State","Ole Miss",2024-04-16,0.82,3,"Immediate"
2024,"Moso","Tuitele","EDGE","California","New Mexico",2023-12-19,0.82,3,"Immediate"
2024,"Chandler","Matthews","LB","Limestone College","Western Kentucky",2023-11-29,0.82,3,"Immediate"
2024,"Romello","Watson","IOL","Tennessee State","Georgia State",2024-04-16,0.82,3,"Immediate"
2024,"Jadon","Pearson","LB","Utah","Utah State",2023-10-04,0.82,3,"Immediate"
2024,"Beau","Sparks","WR","Utah Tech","Texas State",2023-11-29,0.82,3,"Immediate"
2024,"Dylan","Frazier","DL","SMU","Sam Houston",2023-12-06,0.82,3,"Immediate"
2024,"Jaylen","Hudson","EDGE","Wake Forest","Massachusetts",2023-11-29,0.81,3,"Immediate"
2024,"JD","Sherrod","QB","Troy","Kent State",2024-01-03,0.81,3,"Immediate"
