"","athlete_id","first_name","last_name","team","season","post_ppa","years_in_college","prev_pass_yds","prev_pass_td","prev_avg_ppa","dest_off_ppa","dest_sp_offense","is_transfer"
"1",4035430,"Lindsey","Scott Jr.","Incarnate Word",2022,306.47,5,553,4,0.642,NA,NA,1
"2",4036473,"Logan","Bonner","Utah State",2022,20.107,5,3628,36,0.612,0.0500381484869721,25.4,0
"3",4037293,"Lucas","Johnson","Montana",2022,122.378,5,1424,12,0.619,NA,NA,1
"4",4239714,"Kyle","Vantrease","Georgia Southern",2022,203.56,5,1861,8,0.615,0.250389125656375,34.3,1
"5",4239937,"Matt","McDonald","Bowling Green",2022,131.31,5,2555,12,0.601,0.0979834457992821,23.8,0
"6",4239994,"Chase","Brice","App State",2022,147.534,5,3337,27,0.621,0.256119776297091,32.9,0
"7",4239998,"Hunter","Johnson","Clemson",2022,-1.372,4,424,4,0.6,0.175403077414514,34.9,1
"8",4240020,"James","Blackman","Arkansas State",2022,96.168,5,1334,8,0.592,0.0946888956308082,23.7,0
"9",4240069,"Malik","Cunningham","Louisville",2022,107.699,5,2941,19,0.62,0.160226508599088,27,0
"10",4240096,"Matthew","McKay","Elon",2022,112.328,5,200,2,0.679,NA,NA,1
"11",4240351,"Tyler","Vander Waal","Idaho State",2022,9.678,5,107,0,0.588,NA,NA,0
"12",4240391,"Tommy","DeVito","Illinois",2022,126.437,5,388,1,0.615,0.136911860688944,20.6,1
"13",4240570,"Peyton","Mansell","Abilene Christian",2022,2.321,5,37,0,0.143,NA,NA,0
"14",4240628,"N'Kosi","Perry","Florida Atlantic",2022,129.317,5,2771,20,0.609,0.195905800131821,24.4,0
"15",4240756,"Tanner","Morgan","Minnesota",2022,91.786,5,2044,10,0.598,0.239766278365144,23.5,0
"16",4240858,"Hendon","Hooker","Tennessee",2022,196.454,5,2945,31,0.682,0.369947078492188,47.3,0
"17",4240999,"Peyton","Derrick","The Citadel",2022,18.04,5,93,0,0.8,NA,NA,1
"18",4241193,"Taylor","Powell","Eastern Michigan",2022,101.43,5,1251,7,0.661,0.239951379836505,24,1
"19",4241222,"Charlie","Brewer","Liberty",2022,-0.175,5,484,3,0.608,0.130186582797591,24.1,1
"20",4241937,"Kasim","Hill","Rhode Island",2022,98.099,5,169,2,0.55,NA,NA,0
"21",4241965,"Rocky","Lombardi","Northern Illinois",2022,47.233,5,2597,15,0.583,0.182932793255222,25.3,0
"22",4242490,"Braxton","Burmeister","San Diego State",2022,-1.069,5,1960,14,0.557,0.110551057357733,15.1,1
"23",4242974,"Austin","Burton","Purdue",2022,2.963,5,44,0,0.714,0.127089303687986,31.6,0
"24",4243258,"Jason","Shelley","Missouri State",2022,122.873,5,235,1,0.523,0.239457160598093,NA,0
"25",4243276,"Todd","Centeio","James Madison",2022,179.053,5,2958,15,0.603,0.184100558194418,31.3,1
"26",4243322,"Jake","Haener","Fresno State",2022,133.326,5,4096,33,0.671,0.236358878420112,27.1,0
"27",4243535,"D.J.","Mack Jr.","Old Dominion",2022,4.457,5,859,5,0.515,0.103781343472073,16.9,0
"28",4243539,"Noah","Vedral","Rutgers",2022,1.964,5,1813,7,0.594,0.0174032416698342,16.4,0
"29",4244029,"Jarret","Doege","Troy",2022,21.454,5,3048,19,0.652,0.133448968222017,17.7,1
"30",4244804,"Preston","Hutchinson","Chattanooga",2022,146.086,5,216,1,0.575,NA,NA,1
"31",4245186,"Frank","Harris","UTSA",2022,274.747,5,3177,27,0.661,0.260052682604711,39.3,0
"32",4246097,"Jack","Chambers","NC State",2022,-1.968,5,460,2,0.538,0.119029741246313,20.4,1
"33",4247262,"Cole","Copeland","Chattanooga",2022,0.28,2,168,1,0.6,NA,NA,0
"34",4248104,"Nolan","Henderson","Delaware",2022,131.646,4,92,1,0.524,0.170902705555985,NA,0
"35",4248250,"Ryan","Glover","Memphis",2022,-0.919,2,94,0,0.379,0.196789704110722,37,1
"36",4248558,"Jason","Brown","Virginia Tech",2022,1.135,2,721,8,0.556,0.0704781648068012,13.5,1
"37",4249295,"Reece","Udinski","Richmond",2022,183.005,5,100,1,0.733,NA,NA,1
"38",4249609,"Shon","Mitchell","Central Connecticut",2022,13.555,5,37,0,0.444,NA,NA,0
"39",4249970,"Preston","Rice","Middle Tennessee",2022,-5.928,5,281,0,0.526,0.106451358875878,25.6,1
"40",4250842,"Kohen","Granier","Nicholls",2022,39.625,4,5,0,0.5,NA,NA,0
"41",4251245,"Glendon","McDaniel","Southern",2022,9.976,5,7,0,0.5,NA,NA,0
"42",4258191,"Dylan","McCaffrey","Northern Colorado",2022,51.749,5,236,1,0.571,NA,NA,0
"43",4259219,"Henry","Colombi","Marshall",2022,22.004,5,1291,5,0.642,0.0824167569650216,15.7,1
"44",4259269,"Chris","Reynolds","Charlotte",2022,109.614,5,2680,26,0.639,0.11171720414023,24,0
"45",4259269,"Chris","Reynolds","Charlotte",2022,109.614,5,2680,26,0.639,0.11171720414023,24,0
"46",4259553,"Stetson","Bennett","Georgia",2022,251.434,5,2862,29,0.645,0.358903557100175,37.2,0
"47",4259592,"Sean","Clifford","Penn State",2022,140.605,5,3107,21,0.61,0.218983954017988,36.6,0
"48",4260394,"Aidan","O'Connell","Purdue",2022,156.981,5,3712,28,0.716,0.127089303687986,31.6,0
"49",4262162,"Nate","Cox","Nevada",2022,65.874,2,279,2,0.605,0.0399636675282476,15.9,0
"50",4280496,"Jake","Dunniway","Sacramento State",2022,97.403,2,370,2,0.581,0.28954567028396,NA,0
"51",4291782,"Chase","Cunningham","Middle Tennessee",2022,127.992,5,1318,16,0.625,0.106451358875878,25.6,0
"52",4360056,"Ben","Bryant","Cincinnati",2022,132.94,5,3121,14,0.684,0.192628009635563,27.6,1
"53",4360131,"Holton","Ahlers","East Carolina",2022,205.103,5,3126,18,0.618,0.266084727428605,31.5,0
"54",4360163,"Austin","Aune","North Texas",2022,209.126,4,1991,9,0.512,0.226999152656347,31.3,0
"55",4360175,"Clayton","Tune","Houston",2022,290.001,5,3546,30,0.682,0.31370116004782,42.5,0
"56",4360230,"Emory","Jones","Arizona State",2022,45.867,5,2734,19,0.647,0.225732135979586,30.5,1
"57",4360271,"Tanner","Mordecai","SMU",2022,177.798,5,3628,39,0.678,0.243338862570269,42,0
"58",4360331,"Miles","Kendrick","New Mexico",2022,14.205,5,106,2,0.667,-0.0640232970010595,6,1
"59",4360403,"Gunnar","Holmberg","Florida International",2022,9.738,5,2358,7,0.67,0.0443115839812273,18.4,1
"60",4360423,"Michael","Penix Jr.","Washington",2022,254.77,5,939,4,0.537,0.361333948998704,41.2,1
"61",4360480,"Spencer","Petras","Iowa",2022,38.257,5,1880,10,0.573,-0.0199441703411128,16,0
"62",4360550,"Derek","Green","Long Island University",2022,22.604,4,2,0,0.4,NA,NA,1
"63",4360689,"Tyler","Shough","Texas Tech",2022,48.293,4,872,6,0.696,0.202556758373133,38.5,0
"64",4360698,"Joe","Milton III","Tennessee",2022,66.466,5,375,2,0.516,0.369947078492188,47.3,0
"65",4360799,"Jordan","Travis","Florida State",2022,206.37,5,1539,15,0.629,0.331804525568986,34.8,0
"66",4360824,"Chance","Nolan","Oregon State",2022,64.12,2,2677,19,0.642,0.240178657013985,33.3,0
"67",4360900,"Jason","Bean","Kansas",2022,98.192,5,1252,6,0.564,0.335028387299874,40.6,0
"68",4361025,"Jack","Tuttle","Indiana",2022,1.107,4,423,2,0.517,0.0688182896105594,29.9,0
"69",4361032,"Bryce","Carpenter","Coastal Carolina",2022,-1.379,5,483,4,0.594,0.234312456268892,32.7,0
"70",4361033,"Fred","Payton","Mercer",2022,203.51,5,159,2,0.6,NA,NA,0
"71",4361091,"Jacob","Sirmon","Northern Colorado",2022,1.177,4,734,6,0.613,NA,NA,1
"72",4361141,"Cammon","Cooper","Hawai'i",2022,-4.375,4,44,0,0.571,0.0750299705051964,15.8,1
"73",4361182,"Adrian","Martinez","Kansas State",2022,85.705,5,2863,14,0.618,0.23209732293704,36.4,1
"74",4361222,"Layne","Hatcher","Texas State",2022,80.675,5,2423,19,0.589,0.0953751493788488,17.4,1
"75",4361418,"Will","Levis","Kentucky",2022,114.162,4,2826,24,0.66,0.0998839935028157,23.2,0
"76",4361493,"Jack","Plummer","California",2022,127.319,4,864,7,0.685,0.185476250316285,23.2,1
"77",4361497,"Carson","Baker","Morgan State",2022,22.143,4,54,1,1,NA,NA,1
"78",4361530,"Artur","Sitkowski","Illinois",2022,2.768,5,704,6,0.5,0.136911860688944,20.6,0
"79",4361573,"Cade","Fortin","Arkansas",2022,-4.125,5,183,0,0.521,0.217170323846249,38.3,1
"80",4361607,"Andrew","Peasley","Wyoming",2022,45.671,5,415,3,0.549,0.0902190136601964,14.9,1
"81",4361636,"John","Paddock","Ball State",2022,74.076,5,132,0,0.692,0.10336902960335,16,0
"82",4361653,"Devin","Leary","NC State",2022,69.353,4,3433,35,0.657,0.119029741246313,20.4,0
"83",4361690,"Sean","Chambers","Montana State",2022,71.044,5,1125,6,0.508,NA,NA,1
"84",4361825,"Spencer","Sanders","Oklahoma State",2022,114.381,4,2839,20,0.621,0.119419537449225,37.6,0
"85",4361994,"Sam","Hartman","Wake Forest",2022,204.542,5,4228,39,0.589,0.21843482072161,43.3,0
"86",4362033,"Calvin","Brownholtz","UTEP",2022,42.653,4,60,1,0.286,0.110690152055282,20.8,0
"87",4362073,"Casey","Thompson","Nebraska",2022,141.294,4,2113,24,0.632,0.185367505058066,25.5,1
"88",4362075,"Cameron","Rising","Utah",2022,156.976,5,2493,20,0.638,0.268267521440986,37.3,0
"89",4362159,"Alan","Bowman","Michigan",2022,7.593,5,9,0,0.5,0.277781294592946,38,0
"90",4362211,"Trey","Lowe","Southern Miss",2022,30.448,5,232,1,0.548,0.092632253275518,18.3,0
"91",4362260,"Carter","Bradley","South Alabama",2022,176.379,5,972,4,0.592,0.222485934587625,26.8,1
"92",4362303,"Joe","Mischler","Duquesne",2022,69.245,4,0,0,0,NA,NA,0
"93",4362365,"Davis","Brin","Tulsa",2022,108.171,5,3254,18,0.593,0.197393187859269,32.7,0
"94",4362528,"Wiley","Green","Rice",2022,-6.13,5,414,4,0.655,0.12049859243351,23.1,0
"95",4362723,"Gunnar","Watson","Troy",2022,102.595,5,1613,8,0.614,0.133448968222017,17.7,0
"96",4362894,"Jalen","Mayden","San Diego State",2022,151.671,5,50,1,0.833,0.110551057357733,15.1,0
"97",4362896,"TJ","McMahon","Rice",2022,120.843,2,191,2,0.6,0.12049859243351,23.1,0
"98",4362915,"Gerry","Bohanon","South Florida",2022,68.245,5,2200,18,0.629,0.231713476627393,34.1,1
"99",4363148,"AJ","Mayer","Arkansas State",2022,14.187,4,946,6,0.544,0.0946888956308082,23.7,1
"100",4363410,"Dylan","Hopkins","UAB",2022,100.674,5,2274,18,0.66,0.288834513816195,25.7,0
"101",4363640,"Jeremy","Moussa","Florida A&M",2022,55.802,5,24,0,0.625,NA,NA,1
"102",4366715,"Jeff","Undercuffler Jr.","Akron",2022,15.566,4,69,0,0.538,0.0731989564384385,16.7,1
"103",4366755,"Anthony","Paoletti","Delaware",2022,3.768,2,6,0,1,0.170902705555985,NA,0
"104",4367178,"Dorian","Thompson-Robinson","UCLA",2022,211.828,5,2409,21,0.622,0.341192892029573,45.7,0
"105",4367790,"Tim","DeMorat","Fordham",2022,169.66,4,373,3,0.478,NA,NA,0
"106",4368348,"Nic","Baker","Southern Illinois",2022,176.36,2,176,0,0.593,NA,NA,0
"107",4368767,"Parker","McKinney","Eastern Kentucky",2022,276.514,4,129,0,0.656,NA,NA,0
"108",4368768,"DJ","Irons","Akron",2022,130.888,2,892,8,0.65,0.0731989564384385,16.7,0
"109",4368908,"Bailey","Fisher","Gardner-Webb",2022,102.276,5,364,3,0.5,NA,NA,0
"110",4369448,"Darren","Grainger","Georgia State",2022,152.706,5,1715,19,0.596,0.163698739178485,33.7,0
"111",4370775,"Brennan","Armstrong","Virginia",2022,58.581,5,4444,31,0.653,0.0495775284380976,16.2,0
"112",4370935,"Trazon","Connley","Prairie View A&M",2022,113.212,5,5,0,0.143,NA,NA,0
"113",4371078,"Romelo","Williams","Central Connecticut",2022,2.168,2,132,0,0.536,NA,NA,0
"114",4371730,"Brady","McBride","App State",2022,2.439,5,1507,12,0.598,0.256119776297091,32.9,1
"115",4372517,"James","Foster","Charlotte",2022,10.245,4,364,1,0.554,0.11171720414023,24,0
"116",4372517,"James","Foster","Charlotte",2022,10.245,4,364,1,0.554,0.11171720414023,24,0
"117",4372559,"Chase","Wolf","Wisconsin",2022,-4.868,4,124,1,0.5,0.182854011221965,25.7,0
"118",4372768,"Phil","Jurkovec","Boston College",2022,63.195,5,914,7,0.542,0.0885053599564363,20.4,0
"119",4373314,"Nick","Patti","Pittsburgh",2022,9.31,4,161,0,0.737,0.167209161381554,32.8,0
"120",4373316,"Justin","Sliwoski","St. Francis (PA)",2022,44.329,2,88,0,0.5,NA,NA,0
"121",4373632,"Jaren","Hall","BYU",2022,180.275,5,2583,20,0.639,0.275580329020221,34.3,0
"122",4373726,"Tyhier","Tyler","Army",2022,48.632,5,79,1,0.429,0.243154739066765,24.6,0
"123",4373851,"Desmond","Trotter","South Alabama",2022,10.327,4,596,5,0.587,0.222485934587625,26.8,0
"124",4373934,"Chevan","Cordeiro","San José State",2022,143.37,5,2793,17,0.552,0.179303152072073,19.1,1
"125",4374303,"JT","Daniels","West Virginia",2022,90.16,5,722,7,0.723,0.210146180761071,36.3,1
"126",4374350,"Asher","O'Hara","Sacramento State",2022,70.424,5,29,0,0.3,0.28954567028396,NA,0
"127",4379400,"Matthew","Downing","Louisiana Tech",2022,-3.874,5,26,0,0.75,0.122737887509692,29.6,1
"128",4382577,"Zach","Gwynn","Delaware",2022,-2.819,4,0,0,0,0.170902705555985,NA,0
"129",4383193,"Jaylan","Adams","Norfolk State",2022,12.132,2,-2,0,0.333,NA,NA,1
"130",4383504,"Skyler","Perry","Arkansas-Pine Bluff",2022,6.436,5,107,0,0.389,NA,NA,0
"131",4383604,"Deveon","Bryant","Tennessee State",2022,1.04,2,128,0,0.818,NA,NA,0
"132",4384187,"Aaron","Allen","Alcorn State",2022,6.629,5,620,2,0.649,NA,NA,1
"133",4384546,"Corey","Fields","South Carolina State",2022,-4.969,5,484,4,0.563,NA,NA,0
"134",4384603,"Will","McElvain","Central Arkansas",2022,76.238,4,230,1,0.618,NA,NA,1
"135",4384690,"Jack","Albers","Purdue",2022,-8.054,2,0,0,0,0.127089303687986,31.6,0
"136",4390274,"Rasean","McKay","Florida A&M",2022,2.507,5,248,1,0.51,NA,NA,0
"137",4426335,"Graham","Mertz","Wisconsin",2022,104.079,4,1958,10,0.595,0.182854011221965,25.7,0
"138",4426339,"Spencer","Rattler","South Carolina",2022,125.649,4,1483,11,0.749,0.203965041097082,36,1
"139",4426348,"Jayden","Daniels","LSU",2022,199.549,4,2380,10,0.654,0.281320134414121,34.2,1
"140",4426417,"Jacob","Zeno","UAB",2022,34.33,4,41,0,0.333,0.288834513816195,25.7,1
"141",4426430,"Taisun","Phommachanh","Georgia Tech",2022,3.51,4,131,1,0.579,0.027038559652364,18.8,1
"142",4426444,"Connor","Bazelak","Indiana",2022,61.34,4,2548,16,0.653,0.0688182896105594,29.9,1
"143",4426494,"John Rhys","Plumlee","UCF",2022,160.936,4,6,0,1,0.248255376501696,31.1,1
"144",4426499,"Hank","Bachmeier","Boise State",2022,16.847,4,3079,20,0.628,0.226164238865821,24.1,0
"145",4426657,"Ryan","Hilinski","Northwestern",2022,48.279,4,978,3,0.54,-0.00792449339538339,17,0
"146",4426687,"Johnathan","Bennett","Liberty",2022,64.204,4,299,4,0.455,0.130186582797591,24.1,0
"147",4426688,"Kaiden","Bennett","Sacramento State",2022,1.363,4,9,0,1,0.28954567028396,NA,0
"148",4426770,"Spencer","Brasch","Cal Poly",2022,46.793,4,212,1,0.545,NA,NA,0
"149",4426966,"Garrett","Shrader","Syracuse",2022,124.734,4,1445,9,0.526,0.178620547414802,27.4,0
"150",4427105,"Max","Duggan","TCU",2022,208.288,4,2048,16,0.639,0.271510682845285,43.3,0
"151",4427118,"Garrett","Dzuro","Massachusetts",2022,14.201,4,246,2,0.489,-0.0193719667898256,7.5,0
"152",4427125,"Weston","Eget","New Mexico State",2022,4.301,4,7,0,0.1,0.178410966932617,12,0
"153",4427191,"Dequan","Finn","Toledo",2022,177.386,4,2067,18,0.576,0.149428869852958,25.7,0
"154",4427238,"Dillon","Gabriel","Oklahoma",2022,121.824,4,814,9,0.686,0.2077371348101,40.8,1
"155",4427243,"Brett","Gabbert","Miami (OH)",2022,28.045,4,2648,26,0.595,0.0882055801860958,8.6,0
"156",4427313,"Ta'Quan","Roberson","UConn",2022,3.973,4,85,1,0.393,0.0746750415395779,14.2,1
"157",4427354,"Jarrett","Guest","Coastal Carolina",2022,6.397,4,96,1,0.9,0.234312456268892,32.7,0
"158",4427455,"Cade","McNamara","Michigan",2022,1.525,4,2576,15,0.642,0.277781294592946,38,0
"159",4427740,"Cole","Kramer","Minnesota",2022,3.207,4,62,2,1,0.239766278365144,23.5,0
"160",4427936,"Grayson","McCall","Coastal Carolina",2022,177.109,4,2873,27,0.73,0.234312456268892,32.7,0
"161",4428186,"Alex","Padilla","Iowa",2022,-3.623,4,636,2,0.491,-0.0199441703411128,16,0
"162",4428439,"Collin","Schlee","Kent State",2022,136.104,4,187,1,0.696,0.205086088929443,25.6,0
"163",4428512,"Kedon","Slovis","Pittsburgh",2022,92.483,4,2153,11,0.65,0.167209161381554,32.8,1
"164",4428693,"Trent","Tompkins","UC Davis",2022,17.482,2,0,0,0,NA,NA,0
"165",4428887,"Davis","Beville","Oklahoma",2022,-15.961,4,207,1,0.773,0.2077371348101,40.8,1
"166",4428890,"Levi","Williams","Utah State",2022,-9.435,4,990,9,0.6,0.0500381484869721,25.4,1
"167",4428961,"Jordan","Yates","Sam Houston",2022,-14.68,4,903,6,0.595,-0.0144598391151734,NA,1
"168",4428977,"Jack","Zergiotis","Merrimack",2022,43.172,4,325,3,0.442,NA,NA,1
"169",4428993,"Haynes","King","Texas A&M",2022,42.38,2,300,2,0.629,0.139394863218105,25.4,0
"170",4429020,"DJ","Uiagalelei","Clemson",2022,117.634,2,2246,9,0.556,0.175403077414514,34.9,0
"171",4429032,"Hudson","Card","Texas",2022,53.988,2,590,5,0.614,0.279005704807934,38.1,0
"172",4429066,"Jeff","Sims","Georgia Tech",2022,20.728,2,1468,12,0.601,0.027038559652364,18.8,0
"173",4429068,"Ethan","Garbers","UCLA",2022,19.226,2,305,2,0.608,0.341192892029573,45.7,0
"174",4429070,"Shane","Illingworth","Nevada",2022,-2.347,2,385,3,0.56,0.0399636675282476,15.9,1
"175",4429084,"Anthony","Richardson","Florida",2022,165.162,2,529,6,0.594,0.245977297129801,39.6,0
"176",4429088,"Drew","Pyne","Notre Dame",2022,99.547,2,224,2,0.5,0.170593277052184,30.5,0
"177",4429145,"Harrison","Bailey","UNLV",2022,2.372,2,16,0,0.429,0.201717033152994,20.8,1
"178",4429149,"Brendon","Lewis","Colorado",2022,-1.728,2,1540,10,0.58,0.0369283237516383,24,0
"179",4429191,"Deuce","Hogan","Kentucky",2022,-0.713,2,2,0,1,0.0998839935028157,23.2,1
"180",4429209,"Beau","Allen","Tarleton State",2022,83.94,2,92,0,0.667,NA,NA,1
"181",4429219,"Ira","Armstead II","Eastern Illinois",2022,0.105,2,0,0,0,NA,NA,1
"182",4429415,"Mikele","Colasurdo","Georgia State",2022,0.249,2,2,0,1,0.163698739178485,33.7,0
"183",4429435,"Brady","Cook","Missouri",2022,168.251,2,345,2,0.793,0.142302753601454,26,0
"184",4429463,"Jacolby","Criswell","North Carolina",2022,2.085,2,179,1,0.619,0.28501910924203,41.7,0
"185",4429516,"Doug","Brumfield","UNLV",2022,90.72,2,320,2,0.436,0.201717033152994,20.8,0
"186",4429582,"Joe","Fagnano","Maine",2022,74.176,4,209,2,0.593,NA,NA,0
"187",4429595,"Chandler","Fields","Louisiana",2022,60.682,4,106,1,0.692,0.106287669174203,21.7,0
"188",4429801,"Tucker","Gleason","Toledo",2022,45.385,2,69,0,0.556,0.149428869852958,25.7,0
"189",4429847,"Garrett","Greene","West Virginia",2022,52.663,2,147,0,0.615,0.210146180761071,36.3,0
"190",4429950,"Knox","Kadum","McNeese",2022,12.574,4,151,0,0.5,NA,NA,1
"191",4429955,"Will","Howard","Kansas State",2022,93.581,2,332,1,0.545,0.23209732293704,36.4,0
"192",4430033,"Cooper","Legas","Utah State",2022,58.925,4,171,2,0.55,0.0500381484869721,25.4,0
"193",4430066,"Ross","Malmgren","Charleston Southern",2022,11.207,4,3,0,0.5,NA,NA,0
"194",4430431,"Kurtis","Rourke","Ohio",2022,212.645,4,1817,11,0.655,0.231129735669299,31.6,0
"195",4430474,"Xavier","Shepherd","Kennesaw State",2022,51.542,2,111,1,0.4,0.114370680565901,NA,0
"196",4430483,"Rent","Montie","Lafayette",2022,3.302,2,86,1,0.636,NA,NA,0
"197",4430590,"Payton","Thorne","Michigan State",2022,92.901,4,3240,27,0.604,0.139448870932353,31.9,0
"198",4430650,"Demeatric","Crenshaw","Youngstown State",2022,19.957,2,81,0,0.435,NA,NA,0
"199",4430686,"Grant","Wells","Virginia Tech",2022,71.039,4,3532,16,0.663,0.0704781648068012,13.5,1
"200",4430699,"Jack","Salopek","Western Michigan",2022,54.766,2,20,0,0.6,0.0414505446134982,11.2,0
"201",4430718,"Jeff","Widener","Northern Arizona",2022,0.032,2,4,0,0.25,NA,NA,0
"202",4430775,"Hayden","Wolff","Old Dominion",2022,92.655,4,1933,10,0.628,0.103781343472073,16.9,0
"203",4430836,"Chubba","Purdy","Nebraska",2022,-3.476,2,98,2,1,0.185367505058066,25.5,1
"204",4430841,"Carson","Beck","Georgia",2022,23.258,2,176,2,0.435,0.358903557100175,37.2,0
"205",4430865,"Jay","Butterfield","Oregon",2022,-0.298,2,22,0,0.667,0.33116844781703,44.9,0
"206",4431018,"Mike","Chandler II","Lamar",2022,38.55,2,0,0,0,NA,NA,0
"207",4431091,"Ben","Finley","NC State",2022,26.637,2,28,0,0.556,0.119029741246313,20.4,0
"208",4431387,"Evan","Simon","Rutgers",2022,16.723,2,145,0,0.571,0.0174032416698342,16.4,0
"209",4431397,"Logan","Smothers","Nebraska",2022,5.428,2,317,0,0.697,0.185367505058066,25.5,0
"210",4431418,"Ty","Keyes","Southern Miss",2022,20.533,2,355,3,0.508,0.092632253275518,18.3,0
"211",4431452,"Drake","Maye","North Carolina",2022,278.162,2,89,1,0.7,0.28501910924203,41.7,0
"212",4431465,"Behren","Morton","Texas Tech",2022,27.51,2,0,0,0.333,0.202556758373133,38.5,0
"213",4431580,"Miller","Moss","USC",2022,10.891,2,74,1,0.615,0.400047746050445,46.6,0
"214",4431611,"Caleb","Williams","USC",2022,315.136,2,1912,21,0.645,0.400047746050445,46.6,1
"215",4431633,"Goose","Crowder","West Virginia",2022,7.295,2,28,0,1,0.210146180761071,36.3,0
"216",4431948,"TJ","Finley","Auburn",2022,17.038,2,827,6,0.547,0.161909240113439,32.6,0
"217",4432138,"Mason","Garcia","East Carolina",2022,-4.351,2,21,1,0.667,0.266084727428605,31.5,0
"218",4432157,"Chayil","Garnett","Tennessee State",2022,-0.362,2,42,0,0.625,NA,NA,0
"219",4432289,"Collin","Ironside","VMI",2022,16.123,2,91,0,0.583,NA,NA,0
"220",4432577,"C.J.","Stroud","Ohio State",2022,216.443,2,4435,44,0.719,0.375355377729924,45.1,0
"221",4432612,"Christian","Veilleux","Penn State",2022,-2.316,2,238,3,0.615,0.218983954017988,36.6,0
"222",4432703,"Jake","Garcia","Miami",2022,21.117,2,147,2,0.786,0.137930117190956,24.4,0
"223",4432733,"Clay","Millen","Colorado State",2022,55.805,2,2,0,0.5,0.00909890625883299,7.8,1
"224",4432734,"Jalen","Milroe","Alabama",2022,22.567,2,41,1,0.429,0.298576334062069,42.9,0
"225",4432762,"Shedeur","Sanders","Jackson State",2022,143.526,2,259,1,0.683,NA,NA,0
"226",4432767,"Preston","Stone","SMU",2022,26.422,2,24,0,0.429,0.243338862570269,42,0
"227",4432782,"Brock","Vandagriff","Georgia",2022,-0.296,2,0,0,0,0.358903557100175,37.2,0
"228",4432803,"Kaidon","Salter","Liberty",2022,55.737,2,39,1,0.5,0.130186582797591,24.1,0
"229",4433829,"Mitch","Griffis","Wake Forest",2022,16.668,2,0,0,0,0.21843482072161,43.3,0
"230",4433886,"Tate","Rodemaker","Florida State",2022,7.412,2,7,0,0.5,0.331804525568986,34.8,0
"231",4433932,"Mike","Wright Jr.","Vanderbilt",2022,69.154,2,1042,8,0.531,0.133180881878494,29.9,0
"232",4433970,"J.J.","McCarthy","Michigan",2022,163.374,2,516,5,0.576,0.277781294592946,38,0
"233",4433971,"Kyle","McCord","Ohio State",2022,11.609,2,416,2,0.658,0.375355377729924,45.1,0
"234",4565189,"Cam'Ron","Ransom","McNeese",2022,-0.555,2,494,3,0.47,NA,NA,1
"235",4565303,"Katravis","Marsh","South Florida",2022,23.859,2,231,1,0.488,0.231713476627393,34.1,0
"236",4565315,"Blake","Shapen","Baylor",2022,106.48,2,596,5,0.721,0.209803819507345,37.6,0
"237",4565358,"Hunter","Dekkers","Iowa State",2022,123.357,2,193,2,0.556,0.0889452793350535,17.7,0
"238",4567031,"Michael","Kern","Wake Forest",2022,0.032,4,67,0,0.4,0.21843482072161,43.3,0
"239",4567097,"Taulia","Tagovailoa","Maryland",2022,149.113,4,3860,26,0.692,0.205387225561578,33.8,0
"240",4567149,"KJ","Jefferson","Arkansas",2022,196.23,4,2676,21,0.673,0.217170323846249,38.3,0
"241",4567241,"Kinkead","Dent","Ole Miss",2022,-0.779,4,7,0,0.5,0.249298212848907,38.8,0
"242",4567501,"Sheldon","Layman","Austin Peay",2022,-1.083,4,34,0,0.667,NA,NA,0
"243",4567707,"Grayson","James","Florida International",2022,78.87,2,162,1,0.667,0.0443115839812273,18.4,0
"244",4567747,"Garrett","Nussmeier","LSU",2022,39.181,2,329,2,0.509,0.281320134414121,34.2,0
"245",4567748,"Sam","Huard","Washington",2022,-1.052,2,241,1,0.524,0.361333948998704,41.2,0
"246",4568336,"Zach","Gibson","Georgia Tech",2022,11.285,4,1262,10,0.694,0.027038559652364,18.8,1
"247",4568411,"Cornelious","Brown IV","UT Martin",2022,-2.538,4,384,0,0.519,NA,NA,1
"248",4568526,"Maasai","Maynor","Navy",2022,10.952,4,74,0,0.462,0.108378968395697,18.2,0
"249",4569184,"Trenton","Bourguet","Arizona State",2022,96.631,4,91,1,0.7,0.225732135979586,30.5,0
"250",4569598,"Dylan","Morris","Washington",2022,11.636,4,2458,14,0.606,0.361333948998704,41.2,0
"251",4570057,"Cole","Snyder","Buffalo",2022,139.466,4,130,1,0.643,0.136079890322032,25,1
"252",4570259,"Daniel","Richardson","Central Michigan",2022,69.436,4,2633,24,0.604,0.121554185358393,19,0
"253",4571184,"Justin","Miller","Southern Utah",2022,76.098,2,263,0,0.576,NA,NA,0
"254",4571364,"Hajj-Malik","Williams","Campbell",2022,48.717,4,183,1,0.469,NA,NA,0
"255",4572934,"Seth","Morgan","VMI",2022,16.949,4,55,0,0.417,NA,NA,0
"256",4573455,"Darius","Perrantes","Duquesne",2022,10.26,2,270,1,0.605,NA,NA,0
"257",4573600,"Zachary","Clement","Northwestern State",2022,91.736,2,23,0,0.75,NA,NA,0
"258",4573680,"Nolan","Grooms","Yale",2022,93.893,2,132,1,0.258,NA,NA,0
"259",4575668,"Gavin","Hardison","UTEP",2022,74.656,5,3218,18,0.555,0.110690152055282,20.8,0
"260",4576064,"Davius","Richard","North Carolina Central",2022,132.828,2,106,1,0.438,NA,NA,0
